Time_Sec,Amplitude
0.000000,-0.158473
0.033333,1.313921
0.066667,2.439010
0.100000,2.964104
0.133333,2.804093
0.166667,2.058268
0.200000,0.967444
0.233333,-0.172327
0.266667,-1.104370
0.300000,-1.678778
0.333333,-1.873335
0.366667,-1.769338
0.400000,-1.498702
0.433333,-1.185590
0.466667,-0.904274
0.500000,-0.666030
0.533333,-0.435392
0.566667,-0.165124
0.600000,0.166728
0.633333,0.534492
0.666667,0.868125
0.700000,1.081413
0.733333,1.111114
0.766667,0.946541
0.800000,0.635244
0.833333,0.264628
0.866667,-0.069164
0.900000,-0.290760
0.933333,-0.363152
0.966667,-0.290313
1.000000,-0.108470
1.033333,0.127487
1.066667,0.357681
1.100000,0.529075
1.133333,0.604759
1.166667,0.569910
1.200000,0.433791
1.233333,0.227235
1.266667,-0.005121
1.300000,-0.217309
1.333333,-0.375691
1.366667,-0.468495
1.400000,-0.507265
1.433333,-0.519273
1.466667,-0.533025
1.500000,-0.561912
1.533333,-0.593330
1.566667,-0.589762
1.600000,-0.503440
1.633333,-0.299622
1.666667,0.021085
1.700000,0.411928
1.733333,0.787946
1.766667,1.052044
1.800000,1.129073
1.833333,0.992860
1.866667,0.674976
1.900000,0.253253
1.933333,-0.173632
1.966667,-0.515279
2.000000,-0.712454
2.033333,-0.747846
2.066667,-0.644258
2.100000,-0.453330
2.133333,-0.238890
2.166667,-0.059327
2.200000,0.045867
2.233333,0.061702
2.266667,-0.003801
2.300000,-0.123748
2.333333,-0.255997
2.366667,-0.347788
2.400000,-0.345539
2.433333,-0.211666
2.466667,0.055752
2.500000,0.410555
2.533333,0.764287
2.566667,1.013197
2.600000,1.076319
2.633333,0.926068
2.666667,0.596882
2.700000,0.170310
2.733333,-0.253868
2.766667,-0.587356
2.800000,-0.773967
2.833333,-0.797491
2.866667,-0.678785
2.900000,-0.466113
2.933333,-0.221691
2.966667,-0.006507
3.000000,0.133634
3.033333,0.177205
3.066667,0.129253
3.100000,0.017474
3.133333,-0.116241
3.166667,-0.226920
3.200000,-0.277785
3.233333,-0.248911
3.266667,-0.141514
3.300000,0.022523
3.333333,0.205787
3.366667,0.364445
3.400000,0.459519
3.433333,0.468079
3.466667,0.392306
3.500000,0.263372
3.533333,0.135651
3.566667,0.069342
3.600000,0.106708
3.633333,0.252504
3.666667,0.467611
3.700000,0.678314
3.733333,0.797143
3.766667,0.747656
3.800000,0.485806
3.833333,0.013870
3.866667,-0.613930
3.900000,-1.295745
3.933333,-1.900090
3.966667,-2.297735
4.000000,-2.398505
4.033333,-2.177511
4.066667,-1.678642
4.100000,-0.993978
4.133333,-0.229262
4.166667,0.527997
4.200000,1.222545
4.233333,1.822272
4.266667,2.295064
4.300000,2.590375
4.333333,2.641807
4.366667,2.393534
4.400000,1.837348
4.433333,1.038418
4.466667,0.132369
4.500000,-0.708376
4.533333,-1.325311
4.566667,-1.621201
4.600000,-1.586434
4.633333,-1.294895
4.666667,-0.871300
4.700000,-0.444187
4.733333,-0.105631
4.766667,0.105902
4.800000,0.197349
4.833333,0.198664
4.866667,0.141350
4.900000,0.047814
4.933333,-0.067182
4.966667,-0.188872
5.000000,-0.297139
5.033333,-0.368607
5.066667,-0.384617
5.100000,-0.339198
5.133333,-0.241974
5.166667,-0.114734
5.200000,0.016270
5.233333,0.128452
5.266667,0.207896
5.300000,0.249954
5.333333,0.257161
5.366667,0.237050
5.400000,0.200517
5.433333,0.159611
5.466667,0.124436
5.500000,0.100524
5.533333,0.088213
5.566667,0.084467
5.600000,0.086548
5.633333,0.095589
5.666667,0.116993
5.700000,0.156053
5.733333,0.211101
5.766667,0.269021
5.800000,0.306394
5.833333,0.296245
5.866667,0.218146
5.900000,0.068234
5.933333,-0.135108
5.966667,-0.353454
6.000000,-0.538599
6.033333,-0.647084
6.066667,-0.653313
6.100000,-0.556603
6.133333,-0.380175
6.166667,-0.163448
6.200000,0.048556
6.233333,0.215150
6.266667,0.307951
6.300000,0.316737
6.333333,0.251935
6.366667,0.141775
6.400000,0.024216
6.433333,-0.063557
6.466667,-0.094544
6.500000,-0.057853
6.533333,0.039899
6.566667,0.177071
6.600000,0.321470
6.633333,0.435574
6.666667,0.483527
