# Time_Sec,Amplitude
0.000000,-0.000139
0.033333,-0.001230
0.066667,-0.002147
0.100000,-0.002780
0.133333,-0.003102
0.166667,-0.003142
0.200000,-0.002937
0.233333,-0.002496
0.266667,-0.001799
0.300000,-0.000837
0.333333,0.000337
0.366667,0.001578
0.400000,0.002667
0.433333,0.003389
0.466667,0.003610
0.500000,0.003324
0.533333,0.002641
0.566667,0.001742
0.600000,0.000829
0.633333,0.000089
0.666667,-0.000345
0.700000,-0.000443
0.733333,-0.000303
0.766667,-0.000134
0.800000,-0.000172
0.833333,-0.000581
0.866667,-0.001362
0.900000,-0.002343
0.933333,-0.003229
0.966667,-0.003712
1.000000,-0.003578
1.033333,-0.002777
1.066667,-0.001436
1.100000,0.000190
1.133333,0.001780
1.166667,0.003026
1.200000,0.003699
1.233333,0.003695
1.266667,0.003057
1.300000,0.001961
1.333333,0.000665
1.366667,-0.000566
1.400000,-0.001524
1.433333,-0.002096
1.466667,-0.002259
1.500000,-0.002054
1.533333,-0.001554
1.566667,-0.000836
1.600000,0.000005
1.633333,0.000841
1.666667,0.001497
1.700000,0.001783
1.733333,0.001556
1.766667,0.000806
1.800000,-0.000304
1.833333,-0.001458
1.866667,-0.002264
1.900000,-0.002372
1.933333,-0.001613
1.966667,-0.000098
2.000000,0.001772
2.033333,0.003420
2.066667,0.004297
2.100000,0.004081
2.133333,0.002796
2.166667,0.000807
2.200000,-0.001313
2.233333,-0.002976
2.266667,-0.003761
2.300000,-0.003523
2.333333,-0.002412
2.366667,-0.000821
2.400000,0.000744
2.433333,0.001829
2.466667,0.002176
2.500000,0.001778
2.533333,0.000835
2.566667,-0.000356
2.600000,-0.001494
2.633333,-0.002324
2.666667,-0.002662
2.700000,-0.002404
2.733333,-0.001550
2.766667,-0.000223
2.800000,0.001325
2.833333,0.002748
2.866667,0.003661
2.900000,0.003739
2.933333,0.002821
2.966667,0.001009
3.000000,-0.001306
3.033333,-0.003519
3.066667,-0.004980
3.100000,-0.005208
3.133333,-0.004071
3.166667,-0.001837
3.200000,0.000899
3.233333,0.003408
3.266667,0.005045
3.300000,0.005429
3.333333,0.004543
3.366667,0.002719
3.400000,0.000521
3.433333,-0.001444
3.466667,-0.002692
3.500000,-0.002986
3.533333,-0.002352
3.566667,-0.001051
3.600000,0.000508
3.633333,0.001878
3.666667,0.002684
3.700000,0.002700
3.733333,0.001882
3.766667,0.000378
3.800000,-0.001516
3.833333,-0.003407
3.866667,-0.004889
3.900000,-0.005605
3.933333,-0.005329
3.966667,-0.004033
4.000000,-0.001922
4.033333,0.000586
4.066667,0.002961
4.100000,0.004707
4.133333,0.005496
4.166667,0.005256
4.200000,0.004174
4.233333,0.002616
4.266667,0.001002
4.300000,-0.000318
4.333333,-0.001146
4.366667,-0.001464
4.400000,-0.001400
4.433333,-0.001132
4.466667,-0.000813
4.500000,-0.000518
4.533333,-0.000261
4.566667,-0.000028
4.600000,0.000179
4.633333,0.000336
4.666667,0.000405
4.700000,0.000363
4.733333,0.000218
4.766667,0.000003
4.800000,-0.000262
4.833333,-0.000586
4.866667,-0.001003
4.900000,-0.001532
4.933333,-0.002140
4.966667,-0.002735
5.000000,-0.003171
5.033333,-0.003293
5.066667,-0.002975
5.100000,-0.002172
5.133333,-0.000949
5.166667,0.000533
5.200000,0.002058
5.233333,0.003411
5.266667,0.004428
5.300000,0.005018
5.333333,0.005164
5.366667,0.004920
5.400000,0.004394
5.433333,0.003717
5.466667,0.002992
5.500000,0.002260
5.533333,0.001490
5.566667,0.000606
5.600000,-0.000471
5.633333,-0.001781
5.666667,-0.003293
5.700000,-0.004897
5.733333,-0.006412
5.766667,-0.007605
5.800000,-0.008220
5.833333,-0.008042
5.866667,-0.006972
5.900000,-0.005087
5.933333,-0.002643
5.966667,-0.000014
6.000000,0.002421
6.033333,0.004377
6.066667,0.005715
6.100000,0.006422
6.133333,0.006553
6.166667,0.006184
6.200000,0.005408
6.233333,0.004349
6.266667,0.003171
6.300000,0.002047
6.333333,0.001104
6.366667,0.000370
6.400000,-0.000219
6.433333,-0.000769
6.466667,-0.001342
6.500000,-0.001917
6.533333,-0.002404
6.566667,-0.002695
6.600000,-0.002728
6.633333,-0.002520
6.666667,-0.002160
6.700000,-0.001766
6.733333,-0.001426
6.766667,-0.001165
6.800000,-0.000949
6.833333,-0.000707
6.866667,-0.000380
6.900000,0.000048
6.933333,0.000532
6.966667,0.000994
7.000000,0.001349
7.033333,0.001527
7.066667,0.001486
7.100000,0.001210
7.133333,0.000720
7.166667,0.000073
7.200000,-0.000630
7.233333,-0.001256
7.266667,-0.001666
7.300000,-0.001738
7.333333,-0.001404
7.366667,-0.000685
7.400000,0.000290
7.433333,0.001308
7.466667,0.002133
7.500000,0.002592
7.533333,0.002631
7.566667,0.002326
7.600000,0.001841
7.633333,0.001346
7.666667,0.000938
7.700000,0.000611
7.733333,0.000275
7.766667,-0.000169
7.800000,-0.000774
7.833333,-0.001507
7.866667,-0.002258
7.900000,-0.002881
7.933333,-0.003247
7.966667,-0.003285
8.000000,-0.002985
8.033333,-0.002392
8.066667,-0.001593
8.100000,-0.000713
8.133333,0.000098
8.166667,0.000707
8.200000,0.001043
8.233333,0.001126
