Time_Sec,Amplitude
0.000000,0.154488
0.033333,-0.526706
0.066667,-1.144154
0.100000,-1.630182
0.133333,-1.924870
0.166667,-1.990219
0.200000,-1.820935
0.233333,-1.443813
0.266667,-0.907250
0.300000,-0.269933
0.333333,0.403943
0.366667,1.043593
0.400000,1.570916
0.433333,1.905740
0.466667,1.979386
0.500000,1.755444
0.533333,1.251380
0.566667,0.548758
0.600000,-0.219190
0.633333,-0.902505
0.666667,-1.378284
0.700000,-1.584911
0.733333,-1.534226
0.766667,-1.299153
0.800000,-0.983098
0.833333,-0.682923
0.866667,-0.458429
0.900000,-0.317721
0.933333,-0.221583
0.966667,-0.104118
1.000000,0.097247
1.033333,0.412645
1.066667,0.822826
1.100000,1.261601
1.133333,1.636293
1.166667,1.857409
1.200000,1.866436
1.233333,1.652308
1.266667,1.251084
1.300000,0.730568
1.333333,0.169256
1.366667,-0.360256
1.400000,-0.800321
1.433333,-1.113479
1.466667,-1.287683
1.500000,-1.340932
1.533333,-1.321121
1.566667,-1.296372
1.600000,-1.333802
1.633333,-1.470317
1.666667,-1.685764
1.700000,-1.892376
1.733333,-1.951128
1.766667,-1.714976
1.800000,-1.086163
1.833333,-0.066707
1.866667,1.218576
1.900000,2.538844
1.933333,3.612568
1.966667,4.185915
2.000000,4.109551
2.033333,3.388383
2.066667,2.186006
2.100000,0.779639
2.133333,-0.521370
2.166667,-1.466427
2.200000,-1.932597
2.233333,-1.947465
2.266667,-1.658690
2.300000,-1.263773
2.333333,-0.930050
2.366667,-0.738704
2.400000,-0.673903
2.433333,-0.655695
2.466667,-0.595397
2.500000,-0.444453
2.533333,-0.214322
2.566667,0.037839
2.600000,0.244185
2.633333,0.359641
2.666667,0.377564
2.700000,0.325221
2.733333,0.246924
2.766667,0.184730
2.800000,0.163633
2.833333,0.184379
2.866667,0.224046
2.900000,0.243134
2.933333,0.197581
2.966667,0.053794
3.000000,-0.196242
3.033333,-0.523843
3.066667,-0.861013
3.100000,-1.109967
3.133333,-1.165517
3.166667,-0.946488
3.200000,-0.427956
3.233333,0.336076
3.266667,1.209522
3.300000,1.997593
3.333333,2.496417
3.366667,2.556027
3.400000,2.132823
3.433333,1.308526
3.466667,0.267631
3.500000,-0.756313
3.533333,-1.544880
3.566667,-1.948659
3.600000,-1.917028
3.633333,-1.499941
3.666667,-0.826704
3.700000,-0.071081
3.733333,0.588067
3.766667,1.003055
3.800000,1.084485
3.833333,0.815638
3.866667,0.253633
3.900000,-0.482247
3.933333,-1.235538
3.966667,-1.848763
4.000000,-2.201480
4.033333,-2.235932
4.066667,-1.959817
4.100000,-1.426868
4.133333,-0.707376
4.166667,0.133876
4.200000,1.039067
4.233333,1.938263
4.266667,2.725995
4.300000,3.257479
4.333333,3.380279
4.366667,2.995068
4.400000,2.116177
4.433333,0.895572
4.466667,-0.408919
4.500000,-1.509777
4.533333,-2.177232
4.566667,-2.304424
4.600000,-1.930707
4.633333,-1.219586
4.666667,-0.401173
4.700000,0.300352
4.733333,0.728866
4.766667,0.827918
4.800000,0.636408
4.833333,0.257936
4.866667,-0.180007
4.900000,-0.563060
4.933333,-0.814868
4.966667,-0.906702
5.000000,-0.852756
5.033333,-0.694955
5.066667,-0.483024
5.100000,-0.256864
5.133333,-0.037729
5.166667,0.169163
5.200000,0.363945
5.233333,0.540409
5.266667,0.679748
5.300000,0.752864
5.333333,0.730734
5.366667,0.598701
5.400000,0.367758
5.433333,0.076759
5.466667,-0.215802
5.500000,-0.447075
5.533333,-0.567036
5.566667,-0.552312
5.600000,-0.412123
5.633333,-0.184359
5.666667,0.076105
5.700000,0.312213
5.733333,0.478342
5.766667,0.549706
5.800000,0.525296
5.833333,0.423789
5.866667,0.274857
5.900000,0.109937
5.933333,-0.044672
5.966667,-0.171509
6.000000,-0.262360
6.033333,-0.316116
6.066667,-0.335928
6.100000,-0.327273
6.133333,-0.296724
6.166667,-0.250457
6.200000,-0.192844
6.233333,-0.126366
6.266667,-0.053085
6.300000,0.023373
6.333333,0.096330
6.366667,0.155863
6.400000,0.190726
6.433333,0.192152
6.466667,0.157475
6.500000,0.091265
6.533333,0.003834
6.566667,-0.091172
6.600000,-0.178731
6.633333,-0.243826
6.666667,-0.272665
6.700000,-0.254366
6.733333,-0.183731
6.766667,-0.064750
6.800000,0.087109
6.833333,0.245897
6.866667,0.379949
6.900000,0.459338
6.933333,0.464241
6.966667,0.391606
7.000000,0.256834
7.033333,0.088962
7.066667,-0.078523
7.100000,-0.216953
7.133333,-0.308587
7.166667,-0.348232
7.200000,-0.340538
7.233333,-0.294839
7.266667,-0.220936
7.300000,-0.128201
7.333333,-0.027145
7.366667,0.069263
7.400000,0.146172
7.433333,0.189333
7.466667,0.188965
7.500000,0.143887
7.533333,0.063763
7.566667,-0.032453
7.600000,-0.121445
7.633333,-0.181443
7.666667,-0.196828
7.700000,-0.160160
7.733333,-0.071306
7.766667,0.065155
7.800000,0.241396
7.833333,0.444473
7.866667,0.652312
7.900000,0.831510
7.933333,0.940193
7.966667,0.936295
8.000000,0.788892
8.033333,0.488408
8.066667,0.051450
8.100000,-0.480905
8.133333,-1.048557
8.166667,-1.578812
8.200000,-1.994751
8.233333,-2.227910
8.266667,-2.233731
8.300000,-2.003494
8.333333,-1.565827
8.366667,-0.975337
8.400000,-0.292983
8.433333,0.431033
8.466667,1.160246
8.500000,1.857347
8.533333,2.462637
8.566667,2.885140
8.600000,3.020815
8.633333,2.794506
8.666667,2.203989
8.700000,1.339238
8.733333,0.363253
8.766667,-0.536695
8.800000,-1.204196
8.833333,-1.554176
8.866667,-1.588500
8.900000,-1.385266
8.933333,-1.066493
8.966667,-0.755093
9.000000,-0.536473
9.033333,-0.438219
9.066667,-0.433363
9.100000,-0.462989
9.133333,-0.466995
9.166667,-0.409641
9.200000,-0.289940
9.233333,-0.135142
9.266667,0.016140
9.300000,0.131401
9.333333,0.195207
9.366667,0.211153
9.400000,0.195923
9.433333,0.169310
9.466667,0.145791
9.500000,0.131778
9.533333,0.128240
9.566667,0.134979
9.600000,0.153040
9.633333,0.183944
9.666667,0.226543
9.700000,0.273680
9.733333,0.311322
9.766667,0.321492
9.800000,0.287890
9.833333,0.202109
9.866667,0.068745
9.900000,-0.092169
9.933333,-0.247446
9.966667,-0.358563
10.000000,-0.392927
10.033333,-0.334606
10.066667,-0.190888
10.100000,0.007639
10.133333,0.214299
10.166667,0.378974
10.200000,0.461582
10.233333,0.441669
10.266667,0.322145
10.300000,0.127759
10.333333,-0.100646
10.366667,-0.314891
10.400000,-0.469389
10.433333,-0.530412
10.466667,-0.483597
10.500000,-0.338361
10.533333,-0.126879
10.566667,0.103473
10.600000,0.301931
10.633333,0.426129
10.666667,0.450698
10.700000,0.371555
10.733333,0.205595
10.766667,-0.013842
10.800000,-0.244128
10.833333,-0.441166
10.866667,-0.567024
10.900000,-0.596907
10.933333,-0.524025
10.966667,-0.360772
11.000000,-0.136071
11.033333,0.110220
11.066667,0.335149
11.100000,0.501628
11.133333,0.586071
11.166667,0.582089
11.200000,0.499555
11.233333,0.360318
11.266667,0.192156
11.300000,0.022400
11.333333,-0.127179
11.366667,-0.242967
11.400000,-0.319591
11.433333,-0.358301
11.466667,-0.364316
11.500000,-0.343693
11.533333,-0.300818
11.566667,-0.237543
11.600000,-0.154038
11.633333,-0.050730
11.666667,0.069235
11.700000,0.197717
11.733333,0.320760
11.766667,0.420120
11.800000,0.476688
11.833333,0.474726
11.866667,0.406544
11.900000,0.277400
11.933333,0.109095
11.966667,-0.060498
12.000000,-0.184232
12.033333,-0.218864
12.066667,-0.141426
12.100000,0.037750
12.133333,0.272664
12.166667,0.493105
12.200000,0.625960
12.233333,0.617363
12.266667,0.447034
12.300000,0.130381
12.333333,-0.290493
12.366667,-0.760664
12.400000,-1.223217
12.433333,-1.623403
12.466667,-1.909695
12.500000,-2.037961
12.533333,-1.980149
12.566667,-1.732217
12.600000,-1.314200
12.633333,-0.760011
12.666667,-0.102163
12.700000,0.637481
12.733333,1.440352
12.766667,2.266412
12.800000,3.026745
12.833333,3.577913
12.866667,3.755156
12.900000,3.437611
12.933333,2.613473
12.966667,1.406697
13.000000,0.047180
13.033333,-1.200836
13.066667,-2.117386
13.100000,-2.581621
13.133333,-2.589358
13.166667,-2.235478
13.200000,-1.672616
13.233333,-1.062174
13.266667,-0.533512
13.300000,-0.161677
13.333333,0.034827
13.366667,0.081930
13.400000,0.031631
13.433333,-0.056177
13.466667,-0.128115
13.500000,-0.146972
13.533333,-0.097086
13.566667,0.014050
13.600000,0.158327
13.633333,0.294583
13.666667,0.381175
13.700000,0.390788
13.733333,0.321649
13.766667,0.198896
13.800000,0.064263
13.833333,-0.041108
13.866667,-0.092102
13.900000,-0.086368
13.933333,-0.040394
13.966667,0.022294
14.000000,0.084931
14.033333,0.146301
14.066667,0.219088
14.100000,0.317558
14.133333,0.441233
14.166667,0.564907
14.200000,0.642509
14.233333,0.624693
14.266667,0.482188
14.300000,0.223023
14.333333,-0.105791
14.366667,-0.433317
14.400000,-0.688826
14.433333,-0.823941
14.466667,-0.824513
14.500000,-0.709332
14.533333,-0.517892
14.566667,-0.293520
14.600000,-0.069852
14.633333,0.133658
14.666667,0.307221
14.700000,0.442251
14.733333,0.525326
14.766667,0.538883
14.800000,0.469040
14.833333,0.316473
14.866667,0.103314
14.900000,-0.129438
14.933333,-0.333615
14.966667,-0.468945
15.000000,-0.514606
15.033333,-0.473024
15.066667,-0.365533
15.100000,-0.222874
15.133333,-0.075300
15.166667,0.054041
15.200000,0.151646
