Time_Sec,Weighted_Value
0.0,0.006148
0.033333,0.2984656
0.066667,0.5155922000000001
0.1,0.6044778
0.133333,0.5490744
0.166667,0.37350940000000005
0.2,0.13234539999999997
0.233333,-0.10808100000000001
0.266667,-0.290028
0.3,-0.37959280000000006
0.333333,-0.3729228
0.366667,-0.292744
0.4,-0.1774074
0.433333,-0.0667336
0.466667,0.0102242
0.5,0.0416674
0.533333,0.032759199999999995
0.566667,0.00019300000000000003
0.6,-0.0355114
0.633333,-0.0572054
0.666667,-0.0557576
0.7,-0.0312502
0.733333,0.008867000000000002
0.766667,0.053352
0.8,0.09101000000000001
0.833333,0.11364199999999999
0.866667,0.11748080000000001
0.9,0.1031118
0.933333,0.07446540000000001
0.966667,0.037551600000000004
1.0,-0.0006752000000000001
1.033333,-0.0332748
1.066667,-0.054119799999999996
1.1,-0.0586996
1.133333,-0.045121600000000005
1.166667,-0.0151434
1.2,0.025432999999999997
1.233333,0.0676574
1.266667,0.10158900000000001
1.3,0.11898600000000001
1.333333,0.115623
1.366667,0.092422
1.4,0.054894399999999996
1.433333,0.011080400000000002
1.466667,-0.030953200000000004
1.5,-0.0649496
1.533333,-0.0873056
1.566667,-0.0971816
1.6,-0.09609
1.633333,-0.0870578
1.666667,-0.07365820000000001
1.7,-0.059296600000000005
1.733333,-0.0467718
1.766667,-0.037926600000000005
1.8,-0.033371200000000004
1.833333,-0.03240280000000001
1.866667,-0.0330894
1.9,-0.032445600000000005
1.933333,-0.0268754
1.966667,-0.0131552
2.0,0.010206400000000001
2.033333,0.041732200000000004
2.066667,0.07643019999999999
2.1,0.10639639999999999
2.133333,0.12283640000000001
2.166667,0.1191232
2.2,0.09353360000000002
2.233333,0.05019320000000001
2.266667,-0.0020946000000000003
2.3,-0.0522894
2.333333,-0.08977560000000001
2.366667,-0.10663840000000001
2.4,-0.09919760000000001
2.433333,-0.0686248
2.466667,-0.020764600000000005
2.5,0.0347228
2.533333,0.08602620000000001
2.566667,0.12168359999999999
