Time_Sec,Weighted_Value
0.0,0.0249732
0.033333,-0.0044092
0.066667,-0.040720200000000005
0.1,-0.09011040000000001
0.133333,-0.15668440000000003
0.166667,-0.23961500000000002
0.2,-0.3302046
0.233333,-0.4105122
0.266667,-0.455107
0.3,-0.4370704
0.333333,-0.3376542
0.366667,-0.1564402
0.4,0.0828176
0.433333,0.3344804
0.466667,0.5419892
0.5,0.6544178
0.533333,0.6429918
0.566667,0.5112586
0.6,0.294238
0.633333,0.04638860000000001
0.666667,-0.1764246
0.7,-0.33321320000000004
0.733333,-0.4065904
0.766667,-0.4024452
0.8,-0.3428218
0.833333,-0.2559532
0.866667,-0.16719660000000003
0.9,-0.09315660000000002
0.933333,-0.039588200000000004
0.966667,-0.002575800000000001
1.0,0.027839000000000006
1.033333,0.0625878
1.066667,0.10839260000000002
1.1,0.16391100000000003
1.133333,0.218494
1.166667,0.25444819999999996
1.2,0.25306500000000004
1.233333,0.20304480000000003
1.266667,0.1079662
1.3,-0.0111964
1.333333,-0.1206594
1.366667,-0.184627
1.4,-0.17873380000000003
1.433333,-0.1010484
1.466667,0.024320199999999997
1.5,0.1535748
1.533333,0.2379388
1.566667,0.24124540000000003
1.6,0.1531942
1.633333,-0.007361400000000001
1.666667,-0.2003086
1.7,-0.37911340000000004
1.733333,-0.5052616
1.766667,-0.5563934
1.8,-0.5267912
1.833333,-0.4230374
1.866667,-0.2589948
1.9,-0.053041
1.933333,0.1720262
1.966667,0.3883264
2.0,0.5644444
2.033333,0.6708936
2.066667,0.688197
2.1,0.613831
2.133333,0.4642622
2.166667,0.27063260000000006
2.2,0.0697036
2.233333,-0.10616880000000001
2.266667,-0.23608500000000002
2.3,-0.312748
2.333333,-0.34044900000000006
2.366667,-0.33098479999999997
2.4,-0.2992206
2.433333,-0.2591358
2.466667,-0.22081620000000002
2.5,-0.1888206
2.533333,-0.162169
2.566667,-0.135852
2.6,-0.10345080000000001
2.633333,-0.060130800000000005
2.666667,-0.005004199999999999
2.7,0.0579816
2.733333,0.12079299999999998
2.766667,0.17336680000000002
2.8,0.206514
2.833333,0.21493340000000002
2.866667,0.19902640000000002
2.9,0.1644562
2.933333,0.11973400000000001
2.966667,0.07336020000000001
3.0,0.031833799999999995
3.033333,-0.0010896
3.066667,-0.024238200000000005
3.1,-0.0384264
3.133333,-0.045851800000000005
3.166667,-0.0496298
3.2,-0.0532876
3.233333,-0.060003
3.266667,-0.0716912
3.3,-0.0883552
3.333333,-0.10796400000000002
3.366667,-0.12682120000000002
3.4,-0.14020000000000002
3.433333,-0.143018
3.466667,-0.13044700000000004
3.5,-0.0985604
3.533333,-0.0453162
3.566667,0.0280458
3.6,0.115724
3.633333,0.20709040000000004
3.666667,0.28801020000000005
3.7,0.3435224
3.733333,0.36104240000000004
3.766667,0.33300620000000003
3.8,0.258255
3.833333,0.142346
3.866667,-0.0024381999999999997
3.9,-0.1573448
3.933333,-0.29890819999999996
3.966667,-0.4031928
4.0,-0.4516268
4.033333,-0.4359592
4.066667,-0.360155
4.1,-0.2386736
4.133333,-0.09227940000000001
4.166667,0.05661420000000001
4.2,0.1873584
4.233333,0.28286720000000004
4.266667,0.3307668
4.3,0.32488340000000004
4.333333,0.2668078
4.366667,0.16647840000000003
4.4,0.0412606
4.433333,-0.0863638
4.466667,-0.192254
4.5,-0.2548596
4.533333,-0.2597196
4.566667,-0.20356580000000002
4.6,-0.09698420000000002
4.633333,0.036047800000000005
4.666667,0.1631396
4.7,0.2524136
4.733333,0.2822798
4.766667,0.2479706
4.8,0.16226520000000003
4.833333,0.050586200000000005
4.866667,-0.05733479999999999
4.9,-0.1362408
4.933333,-0.17180700000000002
4.966667,-0.16303160000000003
5.0,-0.12045800000000002
5.033333,-0.0614488
5.066667,-0.004296
5.1,0.037024800000000004
5.133333,0.05591860000000001
5.166667,0.053330600000000006
5.2,0.035505600000000005
5.233333,0.010722
5.266667,-0.0136714
5.3,-0.0330998
5.333333,-0.0461076
5.366667,-0.05337000000000001
5.4,-0.05621
5.433333,-0.0555736
5.466667,-0.0517976
5.5,-0.0448274
5.533333,-0.034548
5.566667,-0.0210518
5.6,-0.004736
5.633333,0.013818600000000002
5.666667,0.0339566
5.7,0.0547548
5.733333,0.07463299999999999
5.766667,0.0911386
5.8,0.10107560000000002
5.833333,0.10098780000000002
5.866667,0.08814200000000001
5.9,0.0620324
5.933333,0.0257222
5.966667,-0.014075600000000002
6.0,-0.0486558
6.033333,-0.07016220000000001
6.066667,-0.0745106
6.1,-0.06320920000000001
6.133333,-0.0430844
6.166667,-0.023701
6.2,-0.0134756
6.233333,-0.0162918
6.266667,-0.030013
6.3,-0.0473122
6.333333,-0.058424800000000006
6.366667,-0.0548784
6.4,-0.0328196
6.433333,0.005313
6.466667,0.0512544
6.5,0.0932184
6.533333,0.1193984
6.566667,0.1217356
6.6,0.09857840000000001
6.633333,0.05505779999999999
6.666667,0.0011902000000000002
6.7,-0.05117820000000001
6.733333,-0.09137519999999999
6.766667,-0.1121752
6.8,-0.11099840000000001
6.833333,-0.08992120000000002
6.866667,-0.0547474
6.9,-0.0135324
6.933333,0.025214
6.966667,0.054450599999999995
7.0,0.0701066
7.033333,0.0715674
