# Time_Sec,Amplitude
0.000000,0.000667
0.033333,0.001309
0.066667,0.000551
0.100000,-0.002297
0.133333,-0.006865
0.166667,-0.011861
0.200000,-0.015590
0.233333,-0.016615
0.266667,-0.014278
0.300000,-0.008926
0.333333,-0.001765
0.366667,0.005565
0.400000,0.011492
0.433333,0.014919
0.466667,0.015408
0.500000,0.013165
0.533333,0.008904
0.566667,0.003645
0.600000,-0.001522
0.633333,-0.005682
0.666667,-0.008277
0.700000,-0.009174
0.733333,-0.008604
0.766667,-0.007022
0.800000,-0.004929
0.833333,-0.002717
0.866667,-0.000584
0.900000,0.001460
0.933333,0.003481
0.966667,0.005479
1.000000,0.007284
1.033333,0.008563
1.066667,0.008916
1.100000,0.008032
1.133333,0.005850
1.166667,0.002663
1.200000,-0.000912
1.233333,-0.004139
1.266667,-0.006449
1.300000,-0.007655
1.333333,-0.007968
1.366667,-0.007825
1.400000,-0.007647
1.433333,-0.007656
1.466667,-0.007820
1.500000,-0.007893
1.533333,-0.007530
1.566667,-0.006409
1.600000,-0.004344
1.633333,-0.001336
1.666667,0.002451
1.700000,0.006736
1.733333,0.011159
1.766667,0.015293
1.800000,0.018641
1.833333,0.020676
1.866667,0.020925
1.900000,0.019113
1.933333,0.015286
1.966667,0.009867
2.000000,0.003583
2.033333,-0.002737
2.066667,-0.008416
2.100000,-0.013084
2.133333,-0.016671
2.166667,-0.019248
2.200000,-0.020839
2.233333,-0.021292
2.266667,-0.020304
2.300000,-0.017595
2.333333,-0.013155
2.366667,-0.007405
2.400000,-0.001155
2.433333,0.004617
2.466667,0.009065
2.500000,0.011689
2.533333,0.012414
2.566667,0.011536
2.600000,0.009592
2.633333,0.007210
2.666667,0.004966
2.700000,0.003255
2.733333,0.002230
2.766667,0.001810
2.800000,0.001784
2.833333,0.001942
2.866667,0.002163
2.900000,0.002410
2.933333,0.002652
2.966667,0.002772
3.000000,0.002556
3.033333,0.001776
3.066667,0.000341
3.100000,-0.001574
3.133333,-0.003528
3.166667,-0.004960
3.200000,-0.005422
3.233333,-0.004783
3.266667,-0.003299
3.300000,-0.001522
3.333333,-0.000074
3.366667,0.000600
3.400000,0.000393
3.433333,-0.000455
3.466667,-0.001495
3.500000,-0.002268
3.533333,-0.002478
3.566667,-0.002096
3.600000,-0.001341
3.633333,-0.000558
3.666667,-0.000048
3.700000,0.000079
